x,y
-9.287140125382724,86.433820246808
-9.231645274178378,75.81017277885238
-9.173280684463696,98.5706672863277
-9.71106470759741,89.62984675884097
-8.839998839837106,80.18565937118524
-10.714184673870951,115.15783439593353
-9.094801245524174,93.89972182651738
-7.584524709832043,39.737901435137566
-8.017882482788398,52.489026682964464
-7.175236503371583,39.33649047649987
-7.575757149945557,48.23338437253298
-9.933174779091468,101.51099353734693
-8.992911966973676,87.49315606888582
-5.494917991758044,22.69253263185896
-8.040776947364586,61.42547105008518
-6.974218546626769,43.8263940081635
-6.460047417554975,42.64661376421322
-7.945861777971764,71.85104978318911
-7.140327594621215,43.121170476696115
-6.750682548954817,35.41259513978632
-6.0428644790150265,38.43078919962153
-6.6511848210872495,42.03760548466913
-6.158221556777703,43.41014553296094
-4.66346402456892,13.980843796644994
-4.803813485156318,22.993341045297424
-4.55311057001677,17.875302409725162
-4.339844132380121,17.684299347387338
-5.226324723251674,28.395838142272634
-4.504178784394973,22.650645934911886
-2.8098956695197987,-11.265439994378385
-2.2564449304214804,-2.765168242050393
-4.655726943440916,22.7231972735602
-3.359189323231238,9.562354222758737
-4.2542096969030645,26.6064068020832
-1.9157531473475375,-10.142237792490425
-3.0268471916938564,14.604067558671744
-3.0714351193052174,-1.3806997517119122
-3.4733320076631062,13.817561972988562
-1.168706181751379,17.105309741321854
-2.5617136099473745,-20.12405939778322
-0.916404389459146,-25.226130712725418
-0.6115877426191827,-0.6447235179869045
-1.3113768535534729,1.6668654746432896
-1.1812082509649489,-18.53294569811304
-0.5779424662511501,-8.968743670200023
-0.45796081753183293,-13.505888171152796
-0.4022221124603248,-10.647478657482607
-0.7626344559183003,3.0035276670866784
1.206558636704849,-1.0454490589107206
-2.7124205609308336,18.85935209601993
-1.3379018099892126,-13.60467287822415
1.1967834051104196,-17.269278756738657
0.5079607417014967,-1.9967397931046529
0.8476433750154884,10.464359654979251
0.9721033283808167,13.691634324571464
-0.17314810918202572,-1.6034379595098105
3.1942068069857283,-4.727658467606066
0.8669757362764391,-0.552632662208247
2.574575824027085,12.025056579479358
3.4603555041877074,20.283822527177136
1.7555493303108705,-0.9571441332256834
2.9525895395623247,7.302667251640938
1.5031326479313403,9.629542764603098
3.501402603242314,-1.8310465014909187
2.171076181310895,3.915971152722719
3.0901548314463274,11.0074100632614
4.785530402761282,18.975987405587436
2.770135255406306,0.9068888992277557
4.225397881374487,22.802771795198655
3.9475154740344816,21.52970197050112
4.994046254892819,13.487316148383139
4.343321914154758,23.936926166339056
3.5804111239702006,-9.488955654512262
4.685047015371126,16.11073570778428
5.55275048907322,28.60383526031096
7.4617608965331215,70.10575338729974
4.1667524726464915,24.3185191080549
4.748119297664878,31.015861972223146
5.601894427499182,18.32846367362011
4.932142625128148,23.51054172129442
5.464288713896654,19.36510155351593
8.353303477760864,94.28176506261161
7.666946858715367,38.90268279300726
6.834411985119768,48.95071070480817
6.0172333370565205,40.31772633873691
8.719414870274287,81.50569285596237
8.708769494714375,86.49065277156326
5.623387634296195,41.86377131686268
7.669251574586033,47.26983180703884
6.430885855192054,48.83874312442719
7.743810658908222,92.10879442465654
6.233804235708869,24.175313026161135
8.967559796792123,88.09114493964135
7.969771539187741,66.95911607389371
9.190033866522008,100.31770698920883
7.510697386760275,64.39402044144914
9.300898152312113,87.58940418845869
9.436050334844477,98.79189578861241
10.884114287121987,104.36807175969162
11.231364962688557,139.75830489145343
