x,y
0.0,27.82795912141306
1.0101010101010102,62.656882221770616
2.0202020202020203,83.69242064939517
3.0303030303030303,58.88513498850661
4.040404040404041,27.270906403563004
5.050505050505051,-42.00565494819199
6.0606060606060606,-28.609064763668535
7.070707070707071,51.41913949798581
8.080808080808081,11.652345691124228
9.090909090909092,31.688464203754048
10.101010101010102,27.33725339849406
11.111111111111112,-17.758839452478675
12.121212121212121,66.66935493714895
13.131313131313131,122.44078071730571
14.141414141414142,55.16580107647831
15.151515151515152,28.942041497115888
16.161616161616163,124.39712694451704
17.171717171717173,56.128797066201855
18.181818181818183,112.13120684836684
19.191919191919194,141.6957089968547
20.202020202020204,50.022760813118374
21.212121212121215,39.65627820312531
22.222222222222225,180.23228738443973
23.232323232323235,151.13700198049168
24.242424242424242,101.96567350453759
25.252525252525253,106.33945670361597
26.262626262626263,40.3240492328725
27.272727272727273,48.08967784282219
28.282828282828284,80.82037153901537
29.292929292929294,123.11393201491514
30.303030303030305,43.94900895815094
31.313131313131315,112.53609257021843
32.323232323232325,94.91923970505549
33.333333333333336,167.669179875044
34.343434343434346,84.79380686166263
35.35353535353536,190.09809364530918
36.36363636363637,85.42769790241769
37.37373737373738,108.76266880775798
38.38383838383839,148.87498801636897
39.3939393939394,169.2020016520366
40.40404040404041,148.90459175953774
41.41414141414142,171.98987345517247
42.42424242424243,183.77351496492543
43.43434343434344,165.67702187474845
44.44444444444445,226.490424459576
45.45454545454546,172.22626200224565
46.46464646464647,185.39805084790098
47.47474747474748,193.1487669387251
48.484848484848484,117.05352678146541
49.494949494949495,160.60020752308208
50.505050505050505,200.26322441682476
51.515151515151516,128.83821174441817
52.525252525252526,169.9533127841168
53.535353535353536,178.02850780894516
54.54545454545455,145.36031236868675
55.55555555555556,219.68845901110024
56.56565656565657,177.64667258325525
57.57575757575758,178.5344213902991
58.58585858585859,164.35686157531148
59.5959595959596,199.65875860657633
60.60606060606061,227.047402318951
61.61616161616162,189.10201611676783
62.62626262626263,233.78320441746317
63.63636363636364,138.66283920269535
64.64646464646465,209.13296510142132
65.65656565656566,264.5696611459844
66.66666666666667,260.45048467653686
67.67676767676768,262.34654136591973
68.68686868686869,224.5221397463935
69.6969696969697,290.4601900194875
70.70707070707071,215.90764039768356
71.71717171717172,153.70290933139995
72.72727272727273,247.8379150062558
73.73737373737374,260.6721886608481
74.74747474747475,168.85063180448273
75.75757575757576,250.06533698190012
76.76767676767678,281.7373419371513
77.77777777777779,334.4530957343079
78.7878787878788,311.4236481786413
79.7979797979798,323.43699455578275
80.80808080808082,355.97356247096195
81.81818181818183,344.25972365317836
82.82828282828284,336.77374421645294
83.83838383838385,177.0180547584195
84.84848484848486,300.2157261256222
85.85858585858587,276.57240499370425
86.86868686868688,336.786707464427
87.87878787878789,343.382611176887
88.8888888888889,246.4309606578865
89.89898989898991,310.01234683308854
90.90909090909092,291.15220279063254
91.91919191919193,326.4822499941081
92.92929292929294,364.78245822515066
93.93939393939395,318.76590755566053
94.94949494949496,357.9684579342134
95.95959595959597,346.76624543331184
96.96969696969697,341.272700718132
97.97979797979798,406.8749926589284
98.98989898989899,332.1899703074802
100.0,333.978750875458
